order_id,restaurant_name,city,order_time,delivery_time,order_value,rating,distance_km,traffic_level,payment_mode,customer_type,prep_time_min,expected_time_min,delivery_duration_min,delivery_status
395,Spice Hub,Pune,2024-04-06 14:06:00,2024-04-06 14:51:00,554,4.9,6.1,Low,Card,New,20,44,45,Late
396,Urban Food,Mumbai,2024-04-15 11:21:00,2024-04-15 12:06:00,320,4.3,2.7,High,Cash,Premium,25,35,45,Late
397,Royal Kitchen,Mumbai,2024-04-01 11:21:00,2024-04-01 12:06:00,456,4.3,6.6,Low,Wallet,New,16,42,45,Late
398,Quick Eats,Hyderabad,2024-04-05 14:15:00,2024-04-05 14:33:00,392,4.8,1.2,Low,Card,Premium,11,15,18,Late
399,Quick Eats,Bangalore,2024-04-06 10:27:00,2024-04-06 11:36:00,420,4.2,11.3,Low,UPI,New,19,64,69,Late
400,Quick Eats,Bangalore,2024-04-01 13:10:00,2024-04-01 14:14:00,342,4.9,8.7,High,UPI,New,19,53,64,Late
401,Spice Hub,Delhi,2024-04-08 20:16:00,2024-04-08 21:14:00,289,3.5,8.8,Low,Wallet,Returning,22,57,58,Late
402,Urban Food,Delhi,2024-04-01 14:28:00,2024-04-01 15:21:00,528,4.3,7.3,Medium,UPI,Returning,18,47,53,Late
403,Tasty Bites,Hyderabad,2024-04-13 21:42:00,2024-04-13 22:21:00,276,4.5,5.7,Low,Cash,New,12,34,39,Late
404,Quick Eats,Bangalore,2024-04-01 23:24:00,2024-04-02 00:50:00,451,4.9,11.3,High,UPI,Premium,23,68,86,Late
405,Urban Food,Hyderabad,2024-04-05 11:25:00,2024-04-05 12:18:00,392,3.4,6.0,High,UPI,Returning,11,35,53,Late
406,Quick Eats,Hyderabad,2024-04-13 17:11:00,2024-04-13 18:15:00,164,4.7,11.8,Low,UPI,New,16,63,64,Late
407,Spice Hub,Bangalore,2024-04-07 13:52:00,2024-04-07 14:34:00,232,4.9,2.4,High,Cash,Premium,14,23,42,Late
408,Tasty Bites,Pune,2024-04-09 16:35:00,2024-04-09 17:44:00,334,4.1,10.6,Medium,Cash,Returning,18,60,69,Late
409,Spice Hub,Hyderabad,2024-04-07 12:09:00,2024-04-07 13:03:00,388,3.9,7.5,High,Wallet,New,13,43,54,Late
410,Spice Hub,Delhi,2024-04-05 16:41:00,2024-04-05 17:17:00,188,3.8,1.6,Medium,Card,Returning,25,31,36,Late
411,Tasty Bites,Bangalore,2024-04-10 20:44:00,2024-04-10 21:42:00,555,3.2,9.8,Medium,UPI,Premium,11,50,58,Late
412,Tasty Bites,Mumbai,2024-04-08 14:57:00,2024-04-08 15:32:00,518,3.9,4.7,Medium,Cash,Premium,10,28,35,Late
413,Tasty Bites,Delhi,2024-04-14 21:43:00,2024-04-14 22:28:00,253,4.9,6.9,Low,Card,Returning,17,44,45,Late
414,Royal Kitchen,Bangalore,2024-04-12 16:38:00,2024-04-12 17:22:00,326,3.8,4.8,High,Card,Returning,12,31,44,Late
415,Food Palace,Bangalore,2024-04-14 15:52:00,2024-04-14 16:43:00,259,4.0,9.1,Low,Wallet,Premium,15,51,51,On-time
416,Royal Kitchen,Hyderabad,2024-04-13 23:33:00,2024-04-14 00:09:00,198,4.0,3.5,High,Wallet,New,10,24,36,Late
417,Food Palace,Pune,2024-04-08 10:58:00,2024-04-08 11:31:00,288,3.5,2.5,Medium,UPI,New,16,26,33,Late
418,Urban Food,Hyderabad,2024-04-15 11:43:00,2024-04-15 12:28:00,350,4.0,6.5,Low,Wallet,Premium,17,43,45,Late
419,Quick Eats,Bangalore,2024-04-10 18:22:00,2024-04-10 19:28:00,483,3.9,11.1,Medium,UPI,Returning,15,59,66,Late
420,Royal Kitchen,Pune,2024-04-07 10:10:00,2024-04-07 11:08:00,431,4.3,7.4,High,Card,New,16,45,58,Late
421,Food Palace,Mumbai,2024-04-07 18:01:00,2024-04-07 18:32:00,566,4.4,1.1,High,Card,Premium,10,14,31,Late
422,Food Palace,Mumbai,2024-04-05 19:51:00,2024-04-05 20:29:00,558,4.9,3.0,Medium,Cash,New,18,30,38,Late
423,Urban Food,Delhi,2024-04-04 17:19:00,2024-04-04 18:10:00,152,3.9,2.6,High,Wallet,Returning,22,32,51,Late
424,Spice Hub,Hyderabad,2024-04-11 19:38:00,2024-04-11 20:14:00,155,5.0,1.9,Medium,Card,Premium,19,26,36,Late
425,Urban Food,Pune,2024-04-11 15:55:00,2024-04-11 16:49:00,464,4.3,6.5,Medium,Card,Returning,18,44,54,Late
426,Royal Kitchen,Delhi,2024-04-09 22:15:00,2024-04-09 22:48:00,263,4.5,1.7,Low,UPI,New,22,28,33,Late
427,Royal Kitchen,Mumbai,2024-04-08 14:16:00,2024-04-08 14:59:00,477,4.8,3.3,Medium,Cash,Premium,22,35,43,Late
428,Spice Hub,Hyderabad,2024-04-12 21:14:00,2024-04-12 22:12:00,283,3.5,3.3,High,UPI,Returning,25,38,58,Late
429,Quick Eats,Delhi,2024-04-15 18:11:00,2024-04-15 18:37:00,165,4.0,1.4,Medium,UPI,Premium,13,18,26,Late
430,Royal Kitchen,Delhi,2024-04-15 15:41:00,2024-04-15 16:28:00,214,3.3,7.2,Low,UPI,Premium,17,45,47,Late
431,Royal Kitchen,Delhi,2024-04-06 14:37:00,2024-04-06 15:44:00,340,4.0,9.5,Medium,Wallet,Returning,24,62,67,Late
432,Spice Hub,Hyderabad,2024-04-15 13:32:00,2024-04-15 14:25:00,252,4.0,6.8,Low,Cash,Returning,22,49,53,Late
433,Urban Food,Pune,2024-04-04 15:26:00,2024-04-04 16:23:00,261,4.2,5.4,High,UPI,New,24,45,57,Late
434,Royal Kitchen,Mumbai,2024-04-06 20:11:00,2024-04-06 20:37:00,331,3.5,2.7,Medium,Cash,Returning,11,21,26,Late
435,Tasty Bites,Mumbai,2024-04-13 12:31:00,2024-04-13 13:31:00,322,4.9,10.5,Low,UPI,Premium,14,56,60,Late
436,Royal Kitchen,Bangalore,2024-04-08 16:00:00,2024-04-08 16:41:00,291,3.7,5.1,Low,Wallet,Returning,16,36,41,Late
437,Spice Hub,Delhi,2024-04-11 10:40:00,2024-04-11 11:42:00,455,3.9,8.1,High,UPI,New,17,49,62,Late
438,Tasty Bites,Delhi,2024-04-07 18:37:00,2024-04-07 19:02:00,521,3.5,1.3,Medium,UPI,New,15,20,25,Late
439,Spice Hub,Delhi,2024-04-12 18:38:00,2024-04-12 19:49:00,554,4.4,8.9,High,Card,Returning,20,55,71,Late
440,Royal Kitchen,Mumbai,2024-04-06 22:12:00,2024-04-06 22:39:00,216,3.6,1.3,Low,Card,Returning,22,27,27,On-time
441,Food Palace,Mumbai,2024-04-01 19:32:00,2024-04-01 20:01:00,464,4.4,3.5,Low,UPI,Premium,13,27,29,Late
442,Royal Kitchen,Pune,2024-04-05 22:34:00,2024-04-05 23:08:00,124,3.4,1.2,High,Wallet,Premium,11,15,34,Late
443,Royal Kitchen,Pune,2024-04-12 11:26:00,2024-04-12 12:32:00,380,3.5,9.8,Medium,Cash,New,22,61,66,Late
444,Tasty Bites,Bangalore,2024-04-12 20:40:00,2024-04-12 21:34:00,438,3.6,8.2,Low,UPI,New,19,51,54,Late
445,Spice Hub,Hyderabad,2024-04-10 21:08:00,2024-04-10 21:38:00,468,3.6,2.1,Medium,Card,Premium,13,21,30,Late
446,Quick Eats,Pune,2024-04-13 11:31:00,2024-04-13 12:24:00,525,4.7,8.9,Low,Card,New,16,51,53,Late
447,Quick Eats,Mumbai,2024-04-07 14:10:00,2024-04-07 15:16:00,452,3.9,10.1,Low,Card,Premium,25,65,66,Late
448,Urban Food,Delhi,2024-04-01 20:05:00,2024-04-01 21:04:00,586,3.6,8.3,Low,UPI,New,25,58,59,Late
449,Spice Hub,Hyderabad,2024-04-12 11:57:00,2024-04-12 12:38:00,600,4.8,4.2,Medium,Cash,Premium,17,33,41,Late
450,Tasty Bites,Delhi,2024-04-02 23:11:00,2024-04-02 23:36:00,510,3.4,1.1,Low,Wallet,New,19,23,25,Late
451,Royal Kitchen,Delhi,2024-04-02 11:54:00,2024-04-02 12:18:00,439,3.2,3.3,Low,Wallet,Premium,10,23,24,Late
452,Royal Kitchen,Mumbai,2024-04-15 17:39:00,2024-04-15 18:10:00,517,4.2,3.0,Medium,Card,Returning,12,24,31,Late
453,Tasty Bites,Mumbai,2024-04-07 17:17:00,2024-04-07 18:12:00,432,4.8,5.6,Medium,Cash,Returning,25,47,55,Late
454,Food Palace,Pune,2024-04-12 10:54:00,2024-04-12 11:50:00,566,3.8,10.0,Low,UPI,Premium,13,53,56,Late
455,Quick Eats,Bangalore,2024-04-10 16:49:00,2024-04-10 17:24:00,550,3.9,3.9,Medium,Wallet,New,10,25,35,Late
456,Royal Kitchen,Mumbai,2024-04-02 16:28:00,2024-04-02 17:12:00,435,3.7,7.5,Low,Wallet,Returning,12,42,44,Late
457,Tasty Bites,Pune,2024-04-14 15:33:00,2024-04-14 16:33:00,438,3.9,7.9,High,UPI,Premium,13,44,60,Late
458,Royal Kitchen,Mumbai,2024-04-11 20:41:00,2024-04-11 21:32:00,556,4.0,7.1,Medium,Wallet,Returning,14,42,51,Late
459,Quick Eats,Pune,2024-04-15 12:32:00,2024-04-15 13:19:00,138,4.9,4.2,Medium,Cash,Premium,25,41,47,Late
460,Urban Food,Delhi,2024-04-05 10:32:00,2024-04-05 11:34:00,518,3.5,9.4,Low,UPI,Returning,22,59,62,Late
461,Food Palace,Pune,2024-04-13 19:28:00,2024-04-13 20:38:00,261,4.1,10.6,Low,Wallet,Returning,25,67,70,Late
462,Spice Hub,Bangalore,2024-04-07 16:02:00,2024-04-07 17:06:00,505,4.6,10.8,High,Cash,New,10,53,64,Late
463,Quick Eats,Hyderabad,2024-04-09 13:41:00,2024-04-09 14:42:00,286,3.2,5.7,High,Card,Premium,24,46,61,Late
464,Spice Hub,Mumbai,2024-04-09 22:39:00,2024-04-09 23:40:00,286,4.2,4.0,High,Wallet,Returning,25,41,61,Late
465,Royal Kitchen,Bangalore,2024-04-13 20:14:00,2024-04-13 21:08:00,524,3.7,8.0,Low,Cash,New,20,52,54,Late
466,Royal Kitchen,Delhi,2024-04-02 10:57:00,2024-04-02 11:33:00,520,4.7,2.5,Low,Card,Premium,25,35,36,Late
467,Royal Kitchen,Bangalore,2024-04-10 13:12:00,2024-04-10 14:22:00,334,4.1,11.8,Low,Cash,Returning,22,69,70,Late
468,Food Palace,Delhi,2024-04-01 20:53:00,2024-04-01 21:34:00,334,3.7,2.9,High,Cash,Returning,13,24,41,Late
469,Royal Kitchen,Hyderabad,2024-04-01 18:47:00,2024-04-01 19:18:00,347,4.8,1.2,Low,UPI,Returning,23,27,31,Late
470,Quick Eats,Mumbai,2024-04-14 12:06:00,2024-04-14 12:44:00,551,4.2,2.3,Medium,UPI,Premium,20,29,38,Late
471,Urban Food,Bangalore,2024-04-07 15:18:00,2024-04-07 15:54:00,311,4.2,4.0,Medium,UPI,Returning,14,30,36,Late
472,Quick Eats,Hyderabad,2024-04-09 23:20:00,2024-04-10 00:21:00,207,4.7,8.2,High,Card,Premium,16,48,61,Late
473,Quick Eats,Delhi,2024-04-03 21:41:00,2024-04-03 22:19:00,159,3.2,3.3,Low,Card,Premium,20,33,38,Late
474,Tasty Bites,Hyderabad,2024-04-10 20:45:00,2024-04-10 21:22:00,513,4.8,2.5,Medium,Wallet,Premium,19,29,37,Late
475,Spice Hub,Hyderabad,2024-04-07 12:03:00,2024-04-07 13:09:00,236,4.3,10.6,High,Cash,New,11,53,66,Late
476,Food Palace,Delhi,2024-04-14 10:44:00,2024-04-14 11:39:00,116,4.4,7.6,Medium,Card,New,16,46,55,Late
477,Tasty Bites,Bangalore,2024-04-14 20:47:00,2024-04-14 21:35:00,387,4.8,2.9,High,Cash,Premium,17,28,48,Late
478,Urban Food,Mumbai,2024-04-11 10:59:00,2024-04-11 11:51:00,589,3.9,5.6,Medium,Card,Premium,22,44,52,Late
479,Royal Kitchen,Delhi,2024-04-12 14:12:00,2024-04-12 15:15:00,566,3.3,6.7,High,Cash,New,24,50,63,Late
480,Royal Kitchen,Delhi,2024-04-04 14:28:00,2024-04-04 14:52:00,592,4.5,2.8,Low,UPI,Premium,12,23,24,Late
481,Food Palace,Hyderabad,2024-04-01 16:17:00,2024-04-01 16:54:00,182,4.3,1.9,High,Cash,Returning,18,25,37,Late
482,Quick Eats,Delhi,2024-04-08 21:59:00,2024-04-08 22:25:00,575,3.9,3.7,Low,Cash,Returning,11,25,26,Late
483,Tasty Bites,Hyderabad,2024-04-10 23:42:00,2024-04-11 00:32:00,381,3.8,4.2,Medium,Cash,Premium,25,41,50,Late
484,Tasty Bites,Pune,2024-04-04 12:33:00,2024-04-04 13:26:00,378,3.7,8.9,Low,Card,Premium,15,50,53,Late
485,Quick Eats,Bangalore,2024-04-04 13:42:00,2024-04-04 14:37:00,250,4.1,7.2,Medium,Cash,Returning,20,48,55,Late
486,Food Palace,Hyderabad,2024-04-14 22:41:00,2024-04-14 23:32:00,277,4.9,8.3,Low,Wallet,Premium,13,46,51,Late
487,Urban Food,Mumbai,2024-04-11 15:24:00,2024-04-11 16:24:00,376,3.6,9.1,Low,UPI,New,22,58,60,Late
488,Royal Kitchen,Delhi,2024-04-14 22:23:00,2024-04-14 23:09:00,122,3.7,1.3,High,Cash,Premium,24,29,46,Late
489,Tasty Bites,Mumbai,2024-04-02 11:10:00,2024-04-02 12:10:00,133,3.3,7.5,High,Card,Premium,10,40,60,Late
490,Food Palace,Mumbai,2024-04-04 18:53:00,2024-04-04 20:02:00,518,4.3,6.5,High,Wallet,New,23,49,69,Late
491,Spice Hub,Mumbai,2024-04-12 15:02:00,2024-04-12 15:32:00,191,4.6,4.7,Low,Cash,Returning,12,30,30,On-time
492,Tasty Bites,Hyderabad,2024-04-14 13:58:00,2024-04-14 14:37:00,330,3.3,2.2,Medium,Cash,Premium,23,31,39,Late
493,Royal Kitchen,Bangalore,2024-04-01 16:43:00,2024-04-01 17:34:00,468,4.1,9.0,Low,Wallet,Returning,10,46,51,Late
494,Quick Eats,Pune,2024-04-14 11:22:00,2024-04-14 12:23:00,502,4.0,8.6,High,Cash,Premium,13,47,61,Late
495,Royal Kitchen,Delhi,2024-04-13 17:24:00,2024-04-13 17:56:00,180,4.7,3.7,Medium,Cash,Returning,10,24,32,Late
496,Quick Eats,Mumbai,2024-04-07 22:51:00,2024-04-08 00:09:00,173,4.5,9.8,High,UPI,Premium,19,58,78,Late
497,Tasty Bites,Delhi,2024-04-14 18:09:00,2024-04-14 18:36:00,393,4.3,4.0,Low,Cash,Premium,11,27,27,On-time
498,Quick Eats,Bangalore,2024-04-04 21:47:00,2024-04-04 22:41:00,311,3.4,5.0,High,Cash,Returning,21,41,54,Late
499,Royal Kitchen,Hyderabad,2024-04-03 13:39:00,2024-04-03 14:44:00,192,3.4,11.1,Medium,UPI,New,16,60,65,Late
500,Royal Kitchen,Hyderabad,2024-04-08 20:35:00,2024-04-08 21:45:00,134,4.0,11.5,Low,Cash,Premium,19,65,70,Late
501,Tasty Bites,Pune,2024-04-10 17:21:00,2024-04-10 17:57:00,435,4.2,3.0,Medium,UPI,Premium,14,26,36,Late
502,Food Palace,Pune,2024-04-02 13:20:00,2024-04-02 14:33:00,415,4.5,10.6,Medium,Card,Premium,24,66,73,Late
503,Royal Kitchen,Delhi,2024-04-10 15:51:00,2024-04-10 16:59:00,102,4.4,9.9,Medium,UPI,Premium,23,62,68,Late
504,Tasty Bites,Mumbai,2024-04-12 20:27:00,2024-04-12 21:28:00,447,4.7,8.6,Medium,UPI,Premium,21,55,61,Late
505,Royal Kitchen,Delhi,2024-04-08 15:49:00,2024-04-08 16:37:00,155,4.1,3.7,Medium,Wallet,Returning,25,39,48,Late
506,Food Palace,Hyderabad,2024-04-14 23:08:00,2024-04-14 23:51:00,475,5.0,3.4,High,Cash,Returning,16,29,43,Late
507,Royal Kitchen,Pune,2024-04-14 18:40:00,2024-04-14 19:51:00,208,3.3,11.4,Low,Cash,New,22,67,71,Late
508,Spice Hub,Hyderabad,2024-04-15 18:30:00,2024-04-15 19:34:00,300,4.9,8.8,High,Card,Premium,14,49,64,Late
509,Food Palace,Hyderabad,2024-04-08 18:32:00,2024-04-08 19:08:00,357,4.2,3.0,Low,Card,New,22,34,36,Late
510,Spice Hub,Mumbai,2024-04-03 17:10:00,2024-04-03 18:13:00,474,3.3,11.1,Low,UPI,Premium,14,58,63,Late
511,Urban Food,Delhi,2024-04-13 17:14:00,2024-04-13 18:08:00,219,3.7,8.7,Low,Cash,New,18,52,54,Late
512,Spice Hub,Mumbai,2024-04-08 17:56:00,2024-04-08 18:56:00,265,4.9,11.2,Low,Card,Returning,11,55,60,Late
513,Spice Hub,Hyderabad,2024-04-05 19:34:00,2024-04-05 20:50:00,434,4.1,11.4,High,Card,Premium,15,60,76,Late
514,Urban Food,Delhi,2024-04-05 16:58:00,2024-04-05 18:04:00,518,4.7,10.5,Low,Cash,Premium,22,64,66,Late
515,Tasty Bites,Bangalore,2024-04-01 18:56:00,2024-04-01 19:39:00,217,4.7,4.5,Low,Wallet,Premium,24,42,43,Late
516,Spice Hub,Hyderabad,2024-04-03 12:10:00,2024-04-03 12:38:00,217,4.3,1.4,Medium,Card,New,13,18,28,Late
517,Urban Food,Delhi,2024-04-11 17:30:00,2024-04-11 18:04:00,526,3.4,3.5,Low,Cash,Returning,15,29,34,Late
518,Urban Food,Pune,2024-04-03 19:37:00,2024-04-03 20:03:00,362,4.5,1.8,Low,UPI,New,14,21,26,Late
519,Spice Hub,Hyderabad,2024-04-03 14:59:00,2024-04-03 15:43:00,596,4.5,4.7,Low,UPI,New,22,40,44,Late
520,Quick Eats,Pune,2024-04-04 17:38:00,2024-04-04 18:15:00,212,3.8,1.7,Medium,Card,New,25,31,37,Late
521,Urban Food,Hyderabad,2024-04-14 22:11:00,2024-04-14 23:08:00,470,4.6,6.9,High,UPI,Premium,18,45,57,Late
522,Royal Kitchen,Delhi,2024-04-10 11:14:00,2024-04-10 12:00:00,155,4.3,4.5,Medium,Wallet,Premium,22,40,46,Late
523,Spice Hub,Mumbai,2024-04-10 11:11:00,2024-04-10 12:13:00,357,4.3,10.7,Medium,Wallet,New,11,53,62,Late
524,Spice Hub,Pune,2024-04-03 19:34:00,2024-04-03 20:15:00,315,3.2,3.6,Low,Wallet,Premium,23,37,41,Late
525,Tasty Bites,Pune,2024-04-13 17:50:00,2024-04-13 19:02:00,511,3.2,10.6,Medium,Wallet,New,21,63,72,Late
526,Royal Kitchen,Hyderabad,2024-04-03 14:30:00,2024-04-03 15:26:00,406,4.2,10.6,Low,Cash,Returning,12,54,56,Late
527,Quick Eats,Bangalore,2024-04-01 21:47:00,2024-04-01 22:49:00,103,4.6,11.3,Low,Card,New,13,58,62,Late
528,Urban Food,Mumbai,2024-04-06 11:09:00,2024-04-06 12:22:00,537,3.8,12.0,Medium,Card,Returning,18,66,73,Late
529,Quick Eats,Bangalore,2024-04-05 20:25:00,2024-04-05 21:29:00,501,3.9,9.4,Low,Card,Premium,23,60,64,Late
530,Quick Eats,Bangalore,2024-04-09 18:30:00,2024-04-09 19:23:00,276,4.3,6.3,Medium,UPI,Returning,19,44,53,Late
531,Royal Kitchen,Bangalore,2024-04-02 21:14:00,2024-04-02 22:16:00,209,5.0,10.6,Medium,UPI,Premium,15,57,62,Late
532,Quick Eats,Bangalore,2024-04-10 21:43:00,2024-04-10 22:44:00,299,4.0,9.5,High,Card,Premium,11,49,61,Late
533,Royal Kitchen,Pune,2024-04-08 19:27:00,2024-04-08 20:03:00,213,4.5,5.6,Low,Cash,New,12,34,36,Late
534,Tasty Bites,Pune,2024-04-07 16:39:00,2024-04-07 17:31:00,129,3.4,3.6,High,Cash,Premium,19,33,52,Late
535,Food Palace,Bangalore,2024-04-04 23:42:00,2024-04-05 00:33:00,117,3.7,4.9,High,Wallet,New,19,38,51,Late
536,Quick Eats,Hyderabad,2024-04-03 20:02:00,2024-04-03 20:46:00,100,3.6,4.3,Medium,UPI,Premium,17,34,44,Late
537,Food Palace,Pune,2024-04-06 20:25:00,2024-04-06 20:56:00,107,3.2,1.5,Medium,Card,Returning,16,22,31,Late
538,Royal Kitchen,Pune,2024-04-05 21:53:00,2024-04-05 23:16:00,593,4.0,11.9,High,Cash,Premium,21,68,83,Late
539,Tasty Bites,Mumbai,2024-04-15 16:36:00,2024-04-15 17:15:00,308,4.4,5.2,Low,UPI,Returning,18,38,39,Late
540,Quick Eats,Pune,2024-04-05 15:07:00,2024-04-05 15:56:00,516,4.9,3.4,High,Cash,Premium,18,31,49,Late
541,Quick Eats,Delhi,2024-04-10 17:49:00,2024-04-10 18:50:00,448,3.4,9.6,Low,Wallet,Returning,20,58,61,Late
542,Urban Food,Hyderabad,2024-04-02 14:04:00,2024-04-02 14:53:00,459,4.8,5.6,Medium,Cash,Returning,17,39,49,Late
543,Food Palace,Delhi,2024-04-09 18:00:00,2024-04-09 19:16:00,247,4.0,11.4,High,Wallet,Returning,18,63,76,Late
544,Spice Hub,Bangalore,2024-04-09 12:30:00,2024-04-09 13:27:00,557,3.5,7.7,Medium,Card,New,21,51,57,Late
545,Quick Eats,Delhi,2024-04-11 13:31:00,2024-04-11 14:47:00,476,3.6,11.9,High,UPI,Premium,16,63,76,Late
546,Food Palace,Delhi,2024-04-04 23:15:00,2024-04-05 00:33:00,498,4.4,11.4,High,UPI,New,21,66,78,Late
547,Spice Hub,Pune,2024-04-11 17:39:00,2024-04-11 18:23:00,290,4.1,7.7,Low,Cash,Premium,11,41,44,Late
548,Quick Eats,Delhi,2024-04-14 14:31:00,2024-04-14 15:06:00,213,3.5,3.5,Low,Wallet,Premium,18,32,35,Late
549,Quick Eats,Mumbai,2024-04-13 16:30:00,2024-04-13 17:12:00,277,3.5,3.4,High,Cash,Premium,11,24,42,Late
550,Urban Food,Mumbai,2024-04-12 18:29:00,2024-04-12 19:22:00,445,3.8,9.6,Medium,Wallet,New,10,48,53,Late
551,Food Palace,Bangalore,2024-04-06 19:55:00,2024-04-06 20:25:00,234,4.9,1.6,Medium,Cash,Returning,15,21,30,Late
552,Food Palace,Delhi,2024-04-06 15:11:00,2024-04-06 16:22:00,314,4.9,10.7,Medium,Wallet,Premium,23,65,71,Late
553,Royal Kitchen,Delhi,2024-04-05 17:11:00,2024-04-05 18:31:00,451,3.5,11.9,High,Card,Returning,14,61,80,Late
554,Food Palace,Pune,2024-04-09 16:54:00,2024-04-09 17:37:00,509,4.6,5.4,Medium,Card,New,16,37,43,Late
555,Royal Kitchen,Mumbai,2024-04-03 16:31:00,2024-04-03 17:28:00,253,3.5,8.7,Low,Wallet,New,20,54,57,Late
556,Tasty Bites,Hyderabad,2024-04-02 21:10:00,2024-04-02 22:08:00,343,3.6,10.0,Low,Cash,Returning,16,56,58,Late
557,Royal Kitchen,Pune,2024-04-06 14:23:00,2024-04-06 15:02:00,110,4.2,3.5,Medium,Wallet,Premium,18,32,39,Late
558,Urban Food,Pune,2024-04-10 13:36:00,2024-04-10 14:35:00,281,4.2,7.5,High,Card,Premium,15,45,59,Late
559,Tasty Bites,Hyderabad,2024-04-08 11:24:00,2024-04-08 12:08:00,423,4.8,2.0,High,Wallet,Premium,19,27,44,Late
560,Food Palace,Mumbai,2024-04-11 19:36:00,2024-04-11 20:08:00,182,3.4,3.9,Medium,Card,Returning,12,27,32,Late
561,Tasty Bites,Mumbai,2024-04-11 14:45:00,2024-04-11 15:57:00,554,4.9,10.8,Medium,Card,Returning,22,65,72,Late
562,Urban Food,Delhi,2024-04-03 12:54:00,2024-04-03 13:55:00,220,4.7,10.5,Low,Wallet,Returning,14,56,61,Late
563,Royal Kitchen,Delhi,2024-04-03 16:06:00,2024-04-03 16:53:00,380,4.2,8.2,Low,Cash,New,12,44,47,Late
564,Spice Hub,Pune,2024-04-13 11:06:00,2024-04-13 11:33:00,435,3.9,2.0,Medium,Wallet,Premium,14,22,27,Late
565,Urban Food,Delhi,2024-04-12 14:28:00,2024-04-12 15:14:00,369,3.7,5.1,High,UPI,New,14,34,46,Late
566,Food Palace,Pune,2024-04-06 23:58:00,2024-04-07 01:07:00,599,4.1,9.0,Medium,Cash,Premium,25,61,69,Late
567,Quick Eats,Delhi,2024-04-12 18:11:00,2024-04-12 19:02:00,483,3.6,1.9,High,Wallet,New,24,31,51,Late
568,Royal Kitchen,Hyderabad,2024-04-11 20:34:00,2024-04-11 21:37:00,376,3.3,8.5,Medium,Wallet,Premium,21,55,63,Late
569,Food Palace,Pune,2024-04-06 16:16:00,2024-04-06 17:16:00,100,4.1,10.4,Low,Wallet,Returning,19,60,60,On-time
570,Quick Eats,Mumbai,2024-04-08 18:00:00,2024-04-08 19:07:00,253,4.3,6.3,High,Card,Returning,25,50,67,Late
571,Spice Hub,Bangalore,2024-04-04 22:00:00,2024-04-04 23:14:00,310,3.8,10.1,High,Card,Premium,21,61,74,Late
572,Quick Eats,Bangalore,2024-04-03 21:47:00,2024-04-03 22:59:00,212,4.2,8.5,High,Wallet,New,22,56,72,Late
573,Tasty Bites,Pune,2024-04-04 18:48:00,2024-04-04 19:35:00,432,4.8,3.9,High,Wallet,Premium,18,33,47,Late
574,Royal Kitchen,Hyderabad,2024-04-04 23:04:00,2024-04-04 23:59:00,156,4.4,9.8,Low,Card,Returning,14,53,55,Late
575,Royal Kitchen,Bangalore,2024-04-12 19:31:00,2024-04-12 20:32:00,177,4.8,10.4,Low,Wallet,Returning,20,61,61,On-time
576,Spice Hub,Hyderabad,2024-04-02 14:17:00,2024-04-02 15:21:00,104,4.7,8.8,Low,Cash,New,24,59,64,Late
577,Food Palace,Pune,2024-04-08 13:21:00,2024-04-08 14:22:00,290,4.4,8.7,Medium,UPI,New,19,53,61,Late
578,Urban Food,Pune,2024-04-14 22:09:00,2024-04-14 23:01:00,136,4.6,7.8,Low,Card,New,18,49,52,Late
579,Quick Eats,Bangalore,2024-04-15 23:16:00,2024-04-15 23:41:00,598,4.8,2.7,Medium,UPI,New,10,20,25,Late
580,Royal Kitchen,Mumbai,2024-04-04 21:02:00,2024-04-04 22:13:00,494,3.3,10.6,Low,Wallet,Returning,24,66,71,Late
581,Spice Hub,Hyderabad,2024-04-07 20:19:00,2024-04-07 21:24:00,472,3.4,10.1,Medium,UPI,Returning,15,55,65,Late
582,Spice Hub,Hyderabad,2024-04-08 20:19:00,2024-04-08 20:58:00,542,4.5,4.7,Low,Cash,Returning,21,39,39,On-time
583,Royal Kitchen,Mumbai,2024-04-11 16:20:00,2024-04-11 16:48:00,399,4.7,2.8,Low,Cash,New,15,26,28,Late
584,Spice Hub,Bangalore,2024-04-01 19:50:00,2024-04-01 21:14:00,179,4.1,10.2,High,UPI,New,25,65,84,Late
585,Tasty Bites,Pune,2024-04-08 11:43:00,2024-04-08 12:27:00,130,3.7,1.1,High,UPI,New,20,24,44,Late
586,Spice Hub,Delhi,2024-04-09 22:06:00,2024-04-09 23:03:00,262,5.0,7.8,Low,UPI,Premium,25,56,57,Late
587,Quick Eats,Delhi,2024-04-04 10:44:00,2024-04-04 11:46:00,168,3.7,7.9,Medium,Wallet,Premium,21,52,62,Late
588,Tasty Bites,Pune,2024-04-08 18:18:00,2024-04-08 19:28:00,390,4.2,8.0,High,Wallet,Premium,25,57,70,Late
589,Food Palace,Hyderabad,2024-04-12 17:17:00,2024-04-12 18:21:00,371,3.4,9.6,High,Card,Returning,15,53,64,Late
590,Food Palace,Bangalore,2024-04-09 15:29:00,2024-04-09 16:33:00,194,4.2,9.4,Low,Card,Returning,22,59,64,Late
591,Spice Hub,Hyderabad,2024-04-04 15:46:00,2024-04-04 16:55:00,368,3.8,11.6,Low,Card,Premium,22,68,69,Late
